nclusters_ch,nclusters_sil
,
42.455512986399654,0.5931119061103662
22.77542943634821,0.2123049180449757
15.824756757149268,0.18829068717177336
11.7860534662762,-0.016711466487990205
10.184588159242775,0.002531484376453926
10.435105215510296,0.08534604633248337
8.325171825509319,0.007893054779024694
8.71435437229182,-0.016659032703721342
12.096584727173228,0.07616577106781473
14.507894471966635,0.09565190640338427
14.055035093838296,0.08388897779083174
12.803584696568207,0.05044427589873944
16.77613242634148,0.06858177165898904
18.842487839178663,0.07815849129729356
18.593636315684673,0.024556069488380326
30.659053116985458,0.024248472334472877
